species_name,last_recorded,family,sampled_year,curation_tags,taxonomy_issue,location_issue,refindable,record_link,cat_no,record_notes,record_month,record_life_stage,record_coordinates,search_area,my_notes,habitat,habit,key_traits,flowering_months,flowering_months_numeric,inat_flowering_months,fruiting_months,associated_species,search_area_coordinates,similar_species,found,date_searched_mmddyy,month_searched,people_searching,search_capability,time_searched_mins,distance_walked_metres,path_link,life_stage,fertile_material_present,individuals_found,topography,weather,search_notes,other_notes,search_tags,2025_inat_link,coordinates_found,individual_or_multiple_search,linear_or_area_search,associated_species_known,search_again,searched_in_flowering_time,possibly_found_sterile,age_of_sample_years,volunteers_seen_before,minutes_till_found,quadrat_size_m2,abundance_density
Pseudognaphalium luteoalbum,1983,Asteraceae,1983,I,N,N,Y,https://biocache.ala.org.au/occurrences/dcfcd709-5437-4262-8ff6-308551ae6082,UNSWDB8394,"Jibbon Head (near Bundeena) Royal National Park. ""Heath close to coast.""",11,,,https://www.gaiagps.com/map/?loc=15.6/151.1682/-34.0759&pubLink=PRVHgzIVQOEg3TgMgc7kHMg6&trackId=7ffd3f80-e22b-48b3-a2e4-13e8927369ef,"Thomas found in 2024, so probably same population sitll there","Grows in most plant communities, on various soils, widespread","Erect, greyish white woolly annual herb to 45 cm high",,sep - jan,"9, 10, 11, 12, 1",,,,"-34.07627, 151.16858",,Y,7/21/2025,7,3,,5,50,n/a - time and distance are estimates,"fertile, juvenile",Y,33,2 - poor,4 - good,"Found, at the same spot Thomas found them in 2024. Didn't start a track on Gaia. Original sample description of heath near coast matched. 10 fertile individuals, 23 juveniles estimated. Associated with abundant Lomandra sp., assorted ferns, dead Casuarinas. Muddy.",,C,"https://www.inaturalist.org/observations/299788815 (Thomas), https://www.inaturalist.org/observations/299799352 (me)","-34.07967, 151.16984",I,A,N,,N,,42,Y,,64,
Chorizandra sphaerocephala,1983,Cyperaceae,1983,,N,N,Y,https://biocache.ala.org.au/occurrences/76fafb03-26fb-433a-b5a3-67ca8a87be17,UNSWDB1972,"Jibbon Swamp, Royal National Park. ""Swamp standing in water.""",4,,,https://www.gaiagps.com/map/?loc=16.0/151.1652/-34.0855&pubLink=cYzQyEjxZMNqjPNDu4oNQ6rK&areaId=99aeef9a-81fd-479e-91f1-bd67f7792597,Also found elsewhere in 1975,Grows in swampy places; mainly coastal,Perennial with tough rhizome to 110 cm,Inner leaf blades usually much shorter and more slender than culms,sep - feb,"9, 10, 11, 12, 1, 2",,,,"-34.08586, 151.16518",,N,7/21/2025,7,3,,171,2010,"https://www.gaiagps.com/map/?loc=16.2/151.1705/-34.0824&pubLink=7cen7Ey4EVtXAt6jATBpkyVe&trackId=92760288-016e-4891-ad44-ab7c1da0c737, https://www.gaiagps.com/map/?loc=16.2/151.1705/-34.0824&pubLink=ZjZkVshlW584sd3xzcb55ZNx&trackId=c44338c2-2d2a-4919-9046-08ae3f31cf81",-,,0,2 - poor,4 - good,no luck,,F,,,M,A,N,,N,,42,Y,,,
Eleocharis sphacelata,1983,Cyperaceae,1983,,N,N,Y,https://biocache.ala.org.au/occurrences/123d4a63-1097-4098-8d0a-654d4fab5070,UNSWDB2713,"Jibbon Swamp, Royal National Park. ""Swamp with standing water.""

Clums 0.5 m high.",4,,,https://www.gaiagps.com/map/?loc=16.0/151.1652/-34.0855&pubLink=cYzQyEjxZMNqjPNDu4oNQ6rK&areaId=99aeef9a-81fd-479e-91f1-bd67f7792597,,Grows in more or less still fresh water to at least 5 m deep,Perennial aquatic with stout rhizome to 5m high (in deep water),,sep - feb,"9, 10, 11, 12, 1, 2",,,,"-34.08586, 151.16518",,N,7/21/2025,7,3,,171,2010,"https://www.gaiagps.com/map/?loc=16.2/151.1705/-34.0824&pubLink=7cen7Ey4EVtXAt6jATBpkyVe&trackId=92760288-016e-4891-ad44-ab7c1da0c737, https://www.gaiagps.com/map/?loc=16.2/151.1705/-34.0824&pubLink=ZjZkVshlW584sd3xzcb55ZNx&trackId=c44338c2-2d2a-4919-9046-08ae3f31cf81",-,,-,2 - poor,4 - good,"No luck, surprised we didn't find it.",,F,,,M,A,N,,N,,42,Y,,,
Machaerina articulata,1983,Cyperaceae,1983,,N,N,Y,https://biocache.ala.org.au/occurrences/0b023f74-1305-4b0b-8978-a7b9255943f3,UNSWDB2193,"Jibbon Swamp, Royal National Park. Swamp in water over 1m deep.

Clumps of stems from rhizome to 4 m high.",8,,,https://www.gaiagps.com/map/?loc=16.0/151.1652/-34.0855&pubLink=cYzQyEjxZMNqjPNDu4oNQ6rK&areaId=99aeef9a-81fd-479e-91f1-bd67f7792597,"Syn. Baumea articulata. Seen around. 1957, 1965, 1975","Grows in standing water of lagoons, deeper swamps, and streams.","Perennial with stout rhizome, to 2m",,sep - feb,"9, 10, 11, 12, 1, 2",,,,"-34.08586, 151.16518",,Y,7/21/2025,7,3,,64,530,https://www.gaiagps.com/map/?loc=16.3/151.1701/-34.0825&pubLink=7cen7Ey4EVtXAt6jATBpkyVe&trackId=92760288-016e-4891-ad44-ab7c1da0c737,fertile,Y,40,1 - extreme,4 - good,"Found! highly abundant, photographed individual collected ~5m from lagoon bank. ~80cm above water height. ~30% density in quadrat. Count was an estimate.",,,"https://www.inaturalist.org/observations/299800078 (me), https://www.inaturalist.org/observations/299790491 (Thomas)","-34.08184, 151.16600",M,A,N,,N,,42,N,27,64,
Schoenus nitens,1983,Cyperaceae,1983,,N,Y,N,https://biocache.ala.org.au/occurrences/67eb6fd7-37ff-4a05-8e85-9712286dbc6e,UNSWDB2102,"Jibbon Head (near Bundeena) Royal National Park. ""Saltmarsh with Samolus repens & Zoysia macrantha.""",11,,,,No saltmarsh as per SEEDMaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,
Leucopogon virgatus,1983,Ericaceae,1983,,N,N,Y,https://biocache.ala.org.au/occurrences/6998aa27-cc95-48bc-99eb-b1161244ad06,UNSWDB22925,"Jibbon Swamp, Royal National Park",4,,,https://www.gaiagps.com/map/?loc=16.0/151.1652/-34.0855&pubLink=cYzQyEjxZMNqjPNDu4oNQ6rK&areaId=99aeef9a-81fd-479e-91f1-bd67f7792597,we can find! perhaps a bit away from the swamp. Found same area in 2021,Grows in heath and woodland on sandy soil,"Slender shrub, 35–45 cm high",,jul - dec,"7, 8, 9, 10, 11, 12",,,,"-34.08586, 151.16518",,N,7/21/2025,7,3,,171,2010,"https://www.gaiagps.com/map/?loc=16.2/151.1705/-34.0824&pubLink=7cen7Ey4EVtXAt6jATBpkyVe&trackId=92760288-016e-4891-ad44-ab7c1da0c737, https://www.gaiagps.com/map/?loc=16.2/151.1705/-34.0824&pubLink=ZjZkVshlW584sd3xzcb55ZNx&trackId=c44338c2-2d2a-4919-9046-08ae3f31cf81",-,,0,2 - poor,4 - good,"no luck, some Ericaeae around higher up away from lagoon edges",,F,,,M,A,N,,Y,,42,Y,,,
Pultenaea hispidula,1983,Fabaceae,1983,S,N,Y,N,https://biocache.ala.org.au/occurrences/8419d3a8-7738-4ff2-8b8c-35644467e07c,MEL 0653034A,"Royal National Park, just E of Engadine Railway Station. ""Plateau summit, steep banks of a creek. E aspect. Sandy clay loam over sandstone. Low open forest dominated by Eucalyptus haemastoma, E.oblonga, E.sieberi & Doryanthes excelsa.""

Straggling shrub to 1 m. Occasional.",10,"flowers, fruit",,,just a bit too vague. no trails mentioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,
Tasmannia insipida,1983,Winteraceae,1983,I,N,Y,N,https://biocache.ala.org.au/occurrences/52b267c8-6fef-4142-9746-74c27adb3f0c,NSW558375,"Bala Creek, Royal National Park. ""Common in rainforest with Ceratopetalum apetalum, Acmena smithii, Palmeria scandens, Guoia semiglauca, etc.""",9,"buds, flowers",,,Bola Creek. Found in e.g. 2024 on iNat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,
Peperomia leptostachya,1984,Piperaceae,1984,,N,N,Y,https://biocache.ala.org.au/occurrences/176ea8c9-12d4-4ddc-a427-49c0aed2ce8a,WOLL6536,"Cabbage Tree Basin Royal NP. ""Littoral and subtropical rainforest"". On rock in rainforest patch",1,,,https://www.gaiagps.com/map/?loc=15.9/151.1323/-34.0876&pubLink=BhacMEvMIeudKNg7rWag7n8O&areaId=0788899d-a011-4db3-8400-c272b59b51a9,Syn. Peperomia blanda var. floribunda. Only one bit of rainforest around there,"In moist situations, usually growing on rocks, sometimes terrestrial",Erect succulent herb to 30 cm high,,jan - dec,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,,,"-34.08756, 151.13484",,N,5/21/2025,5,2,,32,304,https://www.gaiagps.com/map/?loc=10.6/151.1804/-34.0328&pubLink=XFX9iGTnbPD7jHsY31SehIeP&trackId=d311ce9e-08ff-475a-a394-20c3d67f65be,-,,0,3 - sound,3 - sound,"DNF. Though we found two individuals but turns out that it wasn't. Parked at the Wedding Cake Rock trailhead on Bundeena Dr, and walked down Bundeena Dr ~200m toward Bundeena and then turned into the bush, heading NNW down slope toward Cabbage Tree Basin. Began search once we hit rainforest, searching particularly in rocky wet depressions in the landscape.",,R,-,-,I,A,N,Y,Y,,41,N,,,
Cassinia trinerva,1984,Asteraceae,1984,,N,Y,N,https://biocache.ala.org.au/occurrences/eaced5bf-9da4-44f3-a226-01cc284713e9,WOLL1619,Hacking River 33 near transmittion line S.R.A.,4,,,,"What do these numbers next to e.g. ""Hacking River"" mean?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,
Senecio bipinnatisectus,1984,Asteraceae,1983,,N,N,Y,https://biocache.ala.org.au/occurrences/f1eb3bc0-4f84-4c5a-aa9e-0362947faec3,UNSWDB4563,"Jibbon Swamp, Royal National Park. ""Edge of swamp and heathland on dune sand, full sun.""",4,,,https://www.gaiagps.com/map/?loc=16.0/151.1652/-34.0855&pubLink=cYzQyEjxZMNqjPNDu4oNQ6rK&areaId=99aeef9a-81fd-479e-91f1-bd67f7792597,"Another from 1983 exists also. 1984 sample terrible locality. Thomas on iNat, 2024",Grows chiefly in the coastal ranges in moist gullies," Erect annual plant, mostly 60–120 cm high, glabrous or sparsely hairy",,sep - may,"9, 10, 11, 12, 1, 2, 3, 4, 5",,,,"-34.08586, 151.16518",,N,7/21/2025,7,2,,171,2010,"https://www.gaiagps.com/map/?loc=16.2/151.1705/-34.0824&pubLink=7cen7Ey4EVtXAt6jATBpkyVe&trackId=92760288-016e-4891-ad44-ab7c1da0c737, https://www.gaiagps.com/map/?loc=16.2/151.1705/-34.0824&pubLink=ZjZkVshlW584sd3xzcb55ZNx&trackId=c44338c2-2d2a-4919-9046-08ae3f31cf81",-,,0,2 - poor,4 - good,"No luck, nothing that looked similar really",,F,,,M,L,N,,N,,41,Y,,,
Diplazium australe,1984,Athyriaceae,1984,,Y,Y,N,https://biocache.ala.org.au/occurrences/a527a5ac-09ab-45fc-83ed-f3cb09365625,WOLL5302,Hacking River. Original ID Dennstaedtia davallioides.,4,,,,"Original ID wrong, IDed as a species also on long unobserved (Dennstaedtia davallioides)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,
Eucalyptus apiculata,1984,Myrtaceae,1984,,Y,Y,N,https://biocache.ala.org.au/occurrences/ae75f2c2-831f-4314-ae1c-4be6f40af19c,WOLL1385,Near Waterfall Hacking River 27. NO FRUITS OR BUDS ON SPECIMEN,4,,,,VKM. no good. I'm not sure I believe the ID either,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,
Eucalyptus saligna,1984,Myrtaceae,1984,,N,Y,N,https://biocache.ala.org.au/occurrences/47e44c08-808f-4e58-9348-f80ed93d8b0e,WOLL864,Audley Royal National Park,4,seeds,,,Another from 1984. No good locality either,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,
Pomaderris intermedia,1984,Rhamnaceae,1984,,N,Y,N,https://biocache.ala.org.au/occurrences/328d1da9-5753-442c-ad06-148ddd6a4e2d,WOLL1814,Hacking River 2B,4,flowers,,,VKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,
Leptospermum juniperinum,1985,Myrtaceae,1985,,N,N,Y,https://biocache.ala.org.au/occurrences/3909b952-3c7d-46cd-bacc-835e78bcaf3c,NSW509256,"2 km SE of Audley, Royal National Park. ""Occasional on poorly drained sandy soil at disturbed track edge, +/- level ridge top.",8,fruits,,https://www.gaiagps.com/map/?loc=14.4/151.0759/-34.0850&pubLink=tfGTxXIbMSaO1yu79suDiEgi&trackId=fc603027-3881-431e-b86d-2c7b94ac9edb,"bit vague, can search the track where the topography is flat. the fact that it is disturbed ties into the fact that this may be the Water Pipeline track mentioned in L. continentale (1986)","Grows in swamp, heath and sedgeland in sandy peat soils and on sandstone escarpments","A shrub 2–3 m high, bark close, younger stems often with long fine appressed hairs","Flowers irregularly, mostly Nov-Dec",nov - nov,11,,,,"-34.08710, 151.07302",,N,5/28/2025,5,4,,32,491,https://www.gaiagps.com/map/?loc=16.6/151.0718/-34.0871&pubLink=uJ8O7dpz3Mrb318RIAHYUIqg&trackId=8b3633ea-273a-4022-a687-10fe2e1b61c0,fruits,Y,54,4 - good,5 - great,"Water pipeline track confirmed this one (Winifred Falls Track). Lots of Leptospermum along track, first few with looser bark though so not sure on those. 2 with different looking fruits were photographed closer to the gate, unsure if they are different or just at different stages. Did population count off of these. Couldn't see any hairs on the young hairs. Found in wet, sandy soil. Most found on the left side of fire trail as you look toward Winifred Falls. UPDATE: not, confirmed by Jackie Miles",,T,"https://www.inaturalist.org/observations/284754880, https://www.inaturalist.org/observations/284754755",-,I,L,N,,N,Y,40,N,,,
Pararchidendron pruinosum,1985,Fabaceae,1985,I,N,N,Y,https://biocache.ala.org.au/occurrences/1a107813-32f6-4be4-9423-73f80c15b511,WOLL2020,Werrong Beach Royal National Park,8,,,https://www.gaiagps.com/map/?loc=14.9/151.0177/-34.2028&pubLink=Z9OU8M50WQ321OSnKqLsy5IH&areaId=10611c45-8bfd-48d9-942d-b2d454c9fad8,"VKM. found in iNat in 2025 (1, 2), confirms my thoughts on location of this and also of Litsea reticulata (1985) also from K. Mills.","Grows in subtropical, warm-temperate and riverine forest",Tree or shrub up to 15 m high,stipules linear to filiform,oct - jan,"10, 11, 12, 1",,,,"-34.20370, 151.01890",,N,8/4/2025,8,4,,125,1890,https://www.gaiagps.com/map/?loc=16.1/151.0222/-34.2032&pubLink=kkVVBnoH3tWOdZhyuaFSGUpR&trackId=3a49315477c07f818e4c81d7c9fb6c6e,-,,0,2 - poor,2 - poor,"Interesting, recorded here by Greg Potter twice in 2025, but we couldn't spot either individual, or any others.",,"R, C",,,M,A,N,Y,N,,40,N,,,
Prostanthera lasianthos,1985,Lamiaceae,1985,,N,N,Y,https://biocache.ala.org.au/occurrences/04f1beaa-7e35-403d-920f-77a8a3e8cebf,UNSWDB20873,"""Littoral rainforest."" Burning Palms [Beach].",,,,https://www.gaiagps.com/map/?loc=15.5/151.0442/-34.1860&pubLink=lfvLhx7hzyCiqHUunyVDj4qf&areaId=729112f8-15f4-4a74-8b72-da04eef5e1f8,"Same collector as Endiandra sieberi (1985). It is the only one around and that close to coast. is in UNSW herbarium, maybe can go look to confirm ID. regardless, can assume same search area as Endiandra sieberi (1985)","Commonly found along watercourses and moist gullies, associated with wet sclerophyll forests. Establishes in disturbed sites such as along roads and other openings in the forest","Erect shrub (sometimes compact) to medium-sized tree 5–8 metres tall, although sometimes compact and 1–4 m tall",,nov - feb,"11, 12, 1, 2",,,,"-34.18453, 151.04592",,N,7/29/2025,7,3,,141,2120,"https://www.gaiagps.com/map/?loc=16.4/151.0462/-34.1856&pubLink=I8KlDdH7DQV7lknEcHTmvZOG&trackId=8ea6033ed960e6ffd777f13c39e0a2fe, https://www.gaiagps.com/map/?loc=16.4/151.0462/-34.1856&pubLink=2VwxQMjIKHczyLynjuMnd9uA&trackId=c2e61a94e4aae98e51382bb9aa2b194d",-,,0,3 - sound,4 - good,"No luck, searched for the three woody species together (Prostanthera lasianthos, Endiandra sieberi, Celastrus subspicatus). Only one species matched finely serrated leaf shapy, but it was native raspberry. Odd, seems as though lots of human disturbance. Fair number of invasives (araceae species, mother of millions), as well as significant terraforming, foot traffic.",,"H, N",https://www.inaturalist.org/observations/302054268,,M,A,N,,N,,40,N,,,
Endiandra sieberi,1985,Lauraceae,1985,,N,N,Y,https://biocache.ala.org.au/occurrences/322fb7f8-b50d-4359-8955-e328a2c86574,NSW442737,"Burning Palms, Royal National Park. ""Littoral rainforest.""",,fruits,,https://www.gaiagps.com/map/?loc=15.5/151.0442/-34.1860&pubLink=lfvLhx7hzyCiqHUunyVDj4qf&areaId=729112f8-15f4-4a74-8b72-da04eef5e1f8,no record date (only year). unhelpful locality but there is some littoral rainforest around Burning Palms (via SEED maps) so still have a chance,"Widespread in all types of warmer rainforest and in eucalypt forest on the coast and ranges, especially common in littoral rainforest",Small to medium-sized tree,hard corky bark,-,#N/A,,,,"-34.18453, 151.04592",,N,7/29/2025,7,3,,141,2120,"https://www.gaiagps.com/map/?loc=16.4/151.0462/-34.1856&pubLink=I8KlDdH7DQV7lknEcHTmvZOG&trackId=8ea6033ed960e6ffd777f13c39e0a2fe, https://www.gaiagps.com/map/?loc=16.4/151.0462/-34.1856&pubLink=2VwxQMjIKHczyLynjuMnd9uA&trackId=c2e61a94e4aae98e51382bb9aa2b194d",-,,0,3 - sound,4 - good,"No luck, searched for the three woody species together (Prostanthera lasianthos, Endiandra sieberi, Celastrus subspicatus). Odd, seems as though lots of human disturbance. Fair number of invasives (araceae species, mother of millions), as well as significant terraforming, foot traffic. One species photographed, had tiny olive shaped fruits, but were too small and also leaves didn't match (midvein of backside of leaf wasn't flattened)",,"H, N",,,M,A,N,,#N/A,,40,N,,,
Litsea reticulata,1985,Lauraceae,1985,,N,N,Y,https://biocache.ala.org.au/occurrences/9f905de7-a18a-4d8f-ae28-94a674fe8beb,WOLL3146,Werrong Beach Royal National Park,8,,,https://www.gaiagps.com/map/?loc=15.2/151.0214/-34.2048&pubLink=Z9OU8M50WQ321OSnKqLsy5IH&areaId=10611c45-8bfd-48d9-942d-b2d454c9fad8,VKM. possible? along Werong Beach track maybe. collected on same day as Ficus henneana (1985) one. maybe relevant?. have changed location issue from ? to N due to Pararchidendron pruinosum (1985) recent iNat observations,"Grows in most types of rainforest, except for dry and littoral rainforest, widespread in coastal districts.",Tree to 40 m,smooth bark marked by oval depressions,-,#N/A,,,,"-34.20370, 151.01890",,N,8/4/2025,8,4,,125,1890,https://www.gaiagps.com/map/?loc=16.1/151.0222/-34.2032&pubLink=kkVVBnoH3tWOdZhyuaFSGUpR&trackId=3a49315477c07f818e4c81d7c9fb6c6e,-,,0,2 - poor,2 - poor,No luck,,"R, F",,,M,A,N,Y,#N/A,,40,N,,,
Ficus henneana,1985,Moraceae,1985,,N,N,Y,https://biocache.ala.org.au/occurrences/6c3c5c6c-03b2-4060-80fd-0d600985fd03,WOLL2413,Palm Jungle Royal National Park,8,fruits,,https://www.gaiagps.com/map/?loc=14.8/151.0305/-34.1968&pubLink=e79iTbNgncKwG4gNPVLyl0o0&areaId=c47d0605-eb64-4f0a-bf0e-122d5dec5fee,"Vague K Mills (VKM in future). found in 2025 on iNat, probably same population",In warm rainforest of all types on the coast and a more spreading medium-sized tree on steep rocky hillsides,"Strangler, usually a tall buttressed tree and ± deciduous","from iNat: ""A clue is the shortness of the stipules terminating the branchlets, compared to the 3 other strangler fig species occurring this far south.""",-,#N/A,,,,"-34.19610, 151.03153",,Y,7/28/2025,7,3,,102,1410,https://www.gaiagps.com/map/?loc=14.7/151.0415/-34.1945&pubLink=SCz8FNHmyosTq99EISIubzaW&trackId=899ae105576e5fdb41c188ff21886760,sterile,N,1,3 - sound,3 - sound,"Pretty confident, turned out to be the same individual as Greg Potter's research grade observation. slightly cordate, short stipules. Saw a few other Ficus sp. earlier on walk, but confident in this one.",,,https://www.inaturalist.org/observations/301797707,"-34.19631, 151.03121",M,A,N,,#N/A,,40,N,39,400,
Eucalyptus scias,1985,Myrtaceae,1985,,N,N,Y,https://biocache.ala.org.au/occurrences/7c8a79f3-b806-447e-83de-f7d19504a88e,NSW319799,"Bulgo Hill, Garrawarra, Royal National Park.",8,buds,"-34.193056, 151.027778",https://www.gaiagps.com/map/?loc=15.0/151.0311/-34.1923&pubLink=3efab2DEknBrZikBaRABk9x5&areaId=1807f13c-46eb-40ae-a8d3-d39693b5962d,"K Mills vague again, but seems doable. Same person sampled Syzygium oleosum (1988). different year but maybe insight into his brain? or he likes the same spot? NOTE: there are a few subspecies","Scattered, in wet or dry sclerophyll forest on soils of medium fertility","Tree or mallee (rarely) to 20 m high; bark persistent, dark red-brown, stringy",,-,#N/A,,,,"-34.19170, 151.03015",,Y,7/28/2025,7,3,,133,1050,https://www.gaiagps.com/map/?loc=15.6/151.0334/-34.1956&pubLink=gYbmlm8dYsXCX0qGbbnb0Crh&trackId=c3c590f4f01bce5f3a7ea636ecb3880a,"fruits, buds",Y,5,4 - good,4 - good,"Long search, more individuals scattered in localised patch outside of the quadrat. First individual spotted was a little further back (SW) on the trail, but couldn't find any fertile material on the ground to photograph. Saw large fruit in canopy though, which made us confident",,A,https://www.inaturalist.org/observations/301797706,"-34.19099, 151.03256",I,A,N,,#N/A,,40,N,115,400,
Rytidosperma pallidum,1986,Poaceae,1986,,Y,N,Y,https://biocache.ala.org.au/occurrences/7e324f93-6722-44d0-9649-eff3c48f6f6b,NSW208159,"Sir Bertram Stevens Drive, 2.1 km south of Wattamolla turnoff, Royal National Park. ""Top of old vegetated grader mound. On near-flat ridge top with tall heath vegetation and occasional Eucalyptus gummifera. Gravelly whitish silty sand on sandstone, possibly some laterite.""",9,sterile,,https://www.gaiagps.com/map/?loc=16.3/151.0632/-34.1446&pubLink=qK0SnUBtTAOqQc3IvAbPbuOQ&areaId=cc6cb76e-55fe-4ee0-a0b4-910490872369,"We have already re-survyed this BUT, plant was sterile and no other occurances in the Royal, perhaps misidentified originally?",,,,sep - feb,"9, 10, 11, 12, 1, 2",,,,"-34.14422, 151.06327",,N,3/5/2025,3,2,,5,82,https://www.gaiagps.com/map/?loc=17.3/151.0629/-34.1442&pubLink=bt7kEfoEe9xonFPHxpZv9OEn&trackId=e5c91fcc-87d8-4238-bfe5-f61dc4df57cc,-,,0,4 - good,5 - great,"Grader mound was still present, but different Rytidosperma species was found.",,H,https://www.inaturalist.org/observations/263968286,"-34.1440729999, 151.0634",I,L,Y,,N,,39,Y,,,
Lepyrodia verruculosa,1986,Restionaceae,1986,,N,N,Y,https://biocache.ala.org.au/occurrences/472d7e6e-8a0e-46b0-936b-f42af191f929,CANB 375858.1,"Marley track car park, Bundeena Drive, Royal National Park. ""On gentle slope to east c. 5 degrees. Sandy loam soil with laterite over Hawkesbury sandstone. In heath with: Hakea gibbosa, H.dactyloides, Allocasuarina littoralis, Eucalyptus obtusiflora, Banksia ericifolia, B. marginata. Leptospermum attenuatum, Eucalyptus gummifera, Acacia suaveolens.""",7,sterile,,https://www.gaiagps.com/map/?loc=15.6/151.1194/-34.1023&pubLink=p7tBm9X9VPZYDRmjhWYJbi1t&waypointId=cd3d46f1-febe-4e72-b905-70fb7a671918,For sure searchable,,,,-,#N/A,,,,"-34.10268, 151.11611",,N,3/5/2025,3,2,,11,186,https://www.gaiagps.com/map/?loc=16.9/151.1139/-34.1022&pubLink=UBISjtmzF3ji1pPHb4Ehq9jZ&trackId=f8a4f53c-3151-4afe-8d3a-35ce8c790983,-,,0,3 - sound,5 - great,"car park area has been heavily disturbed, unlikely that species composition is similar to 1986",,H,,,I,A,Y,,#N/A,,39,N,,,
Leptospermum continentale,1986,Myrtaceae,1986,,N,N,Y,https://biocache.ala.org.au/occurrences/21644c6a-2379-42f9-bac1-7c88dc5f27a0,NSW196318,"Water-pipeline track, just northwest of Warumbul Road, Royal National Park. ""Undisturbed swampy area on gentle slope. Dense heath with Banksia robur, Gleichenia dicarpa, Lepidosperma limicola.""",9,fruits,"-34.083, 151.07083",https://www.gaiagps.com/map/?loc=15.9/151.0685/-34.0811&pubLink=Fg0pQkdHWdflbv9GrAPMyGlU&waypointId=07f6fdc4-450b-44b1-b3e4-f6d413038289,"Can't work out what the Water-pipeline track is, but there is a swampy area along Winifred Falls Fire Trail that I believe could be it. ","Undisturbed swampy area on gentle slope. Dense heath. Grows in forest or open sandy, swampy places","Shrub 1–2 m high, bark close and firm, younger stems pubescent",,oct - jan,"10, 11, 12, 1",,,"Banksia robur, Gleichenia dicarpa, Lepidosperma limicola","-34.08179, 151.06989",,Y,5/28/2025,5,4,,16,198,https://www.gaiagps.com/map/?loc=16.6/151.0693/-34.0814&pubLink=QPR7WDSCEoIzpjJBfRGPLwGA&trackId=b73572dd-c1d6-4835-b661-dec5cf52abd1,fruits,Y,many,3 - sound,5 - great,"Searched NW of Warumbul Rd, along Winifred Falls track. Is this also water pipeline track though? hard to say as heath is much denser. didn't go super far down the trail, but found a species with smooth bark that we decided could be the one. Didn't do an individual count as the heath was way too dense. Can say widespread occurance, 15% cover in the quadrat around the first individual. Perhaps species as the one we photographed for Leptospermum juniperinum?. UPDATE: ID confirmed by Jackie Miles",,T,https://www.inaturalist.org/observations/284755248,"-34.08375834, 151.07230834",I,L,Y,,N,Y,39,N,3,144,
Centella asiatica,1986,Apiaceae,1986,,N,N,Y,https://biocache.ala.org.au/occurrences/c1c04aa3-0bf5-4d2b-bf04-c3de89ff177e,NSW196350,"Otford, on track to Bulgo. ""Steep bouldery hillside rising straight from sea. Dense littoral rainforest with Eucalyptus botryoides, and Livistona australis present. Disturbed. Deep, brown clay soil on sandstone/shale interbedded.""",9,,,https://www.gaiagps.com/map/?loc=15.2/151.0096/-34.2173&pubLink=QbTdtv9dQGwLrIfCwundL4px&areaId=c29467d1-b9dc-4e1d-a5b9-72df97f2967c,"seen here and there on iNat by Thomas, others. Same 1986 A. Rodd collecting. as others. A NOTE HERE: I wonder if he is referring to Bulgo beach or Hill (applies to a few samples)",Grows mainly in damp places in coastal districts,"Creeping perennial herb, rooting at the nodes",Flowering: mostly summer–autumn. Pennywort leaves,dec - may,"12, 1, 2, 3, 4, 5",,,,"-34.21670, 151.00830",,N,7/20/2025,7,2,,53,624,"https://www.gaiagps.com/map/?loc=17.3/151.0086/-34.2159&pubLink=NuXs8kTmrbu5vSfMyGE6iitx&trackId=051eee64-903f-4b9e-a52b-ecdfe5af501a, https://www.gaiagps.com/map/?loc=17.3/151.0086/-34.2159&pubLink=3xOZxieGSZeOEBi5TIdLBPIX&trackId=2de0ce0f-f311-452b-9834-f9b75f10db0d",,,,3 - sound,4 - good,"DNF, kept getting duped by widespread Viola sp. with similar leaves. Thought I found one that wasn't Viola, but I think it was in hindsight",,F,,,M,L,Y,,N,,39,N,,,
